first_name,last_name,dob,company_name,last_active,score,member_since,state,source
Sandra,Phillips,1967/05/03,Keller Group,2018/12/23,61,1985,AL,Softball
Kendra,Johnson,1971/12/03,,2018/09/01,50,2005,SC,Softball
Roger,Mendoza,1978/10/26,Williams-Stephenson,2018/06/23,81,2008,MT,Softball
Corey,Mcmillan,1964/02/08,Rivera-Morrow,2018/07/23,83,1997,FL,Softball
Nancy,Clark,1982/08/31,Scott and Sons,2018/04/09,58,2011,MN,Softball
Jacqueline,Martin,1987/01/28,Pearson Group,2018/12/22,66,2003,NH,Softball
Christopher,Rodriguez,1970/09/01,Taylor-Alvarez,2018/06/17,50,2011,MS,Softball
Edward,Miller,1986/11/16,Mcdonald Inc,2018/11/21,80,2013,WA,Softball
Daniel,Ball,1988/08/09,Rivera-Morrow,2018/04/08,83,2009,MD,Softball
Brett,Jones,1969/05/04,"Mullen, Huffman and Vasquez",2018/02/19,96,1988,AZ,Softball
Joshua,Peters,1995/04/07,Keller Group,2018/07/28,99,2018,IN,Softball
Jeffrey,Stone,1983/06/07,"Alvarez, Schaefer and Robertson",2018/09/05,33,2010,AL,Softball
Joshua,Lynn,1992/03/11,"Hopkins, Barnes and Ward",2018/09/03,90,2015,OR,Softball
Mike,Woodward,1979/10/09,Pearson Group,2018/06/12,47,2012,MO,Softball
Daniel,Everett MD,1980/11/04,"Brown, Vasquez and Sanchez",2018/03/10,56,1996,ID,Softball
Mary,Estrada,1973/01/06,"Martin, Mcknight and Clark",2018/08/12,83,1987,WV,Softball
Charles,Schneider,1996/03/02,Hunter Ltd,2018/08/03,46,2018,WV,Softball
Kimberly,Tucker,1963/11/28,Rivera Ltd,2018/08/21,45,1977,IN,Softball
Michael,Marks,1971/04/22,"Kelley, Gilbert and Jackson",2018/12/01,94,2010,RI,Softball
Timothy,Pierce,1968/03/04,"Mullen, Huffman and Vasquez",2018/01/13,64,2004,WI,Softball
Roger,Lewis,1978/01/28,"Alvarez, Schaefer and Robertson",2018/06/03,46,2017,SD,Softball
Brenda,Smith,1985/08/02,"Kelley, Gilbert and Jackson",2018/11/14,43,1997,OR,Softball
Sara,Wallace,1978/03/21,Williams-Stephenson,2018/03/13,87,2003,UT,Softball
Faith,Oconnell,1987/01/10,"Kelley, Gilbert and Jackson",2018/09/25,56,2004,MS,Softball
Becky,Barron,1964/06/24,"Kelley, Gilbert and Jackson",2018/05/08,79,1989,VT,Softball
Eddie,Bennett,1994/08/21,Pearson Group,2018/12/20,52,2016,WI,Softball
Thomas,Donovan,1967/10/12,Pearson Group,2018/12/07,72,1992,SC,Softball
Carl,Owens,1987/02/03,Peterson and Sons,2018/05/29,31,2011,HI,Softball
David,Smith,1973/11/08,"Hopkins, Barnes and Ward",2018/10/07,35,2014,FL,Softball
Lisa,Morales,1965/03/16,"Mullen, Huffman and Vasquez",2018/11/23,99,2012,ME,Softball
Michele,Brown,1971/06/20,Peterson and Sons,2018/04/16,40,1992,NV,Softball
John,Hawkins,1968/01/01,"Brown, Vasquez and Sanchez",2018/11/09,92,1992,DE,Softball
Jerry,Price,1978/01/13,Mcdonald Inc,2018/05/27,63,1998,OH,Softball
Melanie,Farmer,1974/05/13,"Alvarez, Schaefer and Robertson",2018/01/31,52,2003,NC,Softball
Amanda,Riddle,1981/01/13,Taylor-Alvarez,2018/09/13,82,2013,WY,Softball
Justin,Garza,1959/11/14,Mcdonald Inc,2018/01/27,41,2006,RI,Softball
Dawn,Martinez,1992/01/24,Scott and Sons,2018/03/28,63,2018,ND,Softball
Annette,Patel,1984/07/11,Williams-Stephenson,2018/12/04,33,2018,MT,Softball
Stanley,Munoz,1973/01/21,"Alvarez, Schaefer and Robertson",2018/01/27,58,2015,KY,Softball
Jessica,King,1973/07/08,,2018/06/28,54,2002,AL,Softball
Robert,Newton,1974/02/23,Scott and Sons,2018/01/11,77,2003,CT,Softball
Jeff,Stevens,1962/05/23,Keller Group,2018/05/07,58,1976,ME,Softball
Joshua,Arias,1967/11/22,Taylor-Alvarez,2018/12/29,94,1991,AZ,Softball
Robert,White,1973/08/24,"Alvarez, Schaefer and Robertson",2018/02/20,64,2014,LA,Softball
Dr.,Amy Long MD,1984/02/01,Rivera Ltd,2018/12/31,40,2007,HI,Softball
Sarah,Wallace,1992/03/24,Rivera-Morrow,2018/10/27,35,2004,AR,Softball
James,Long,1967/10/16,Rivera Ltd,2018/06/03,47,1994,TX,Softball
Michael,Weeks MD,1965/05/18,"Mullen, Huffman and Vasquez",2019/01/07,64,1978,CT,Softball
Nicholas,Bryant,1987/05/10,Mcdonald Inc,2018/07/26,53,2014,MO,Softball
Walter,Gonzalez,1982/12/15,"Martin, Mcknight and Clark",2018/11/09,89,1997,VT,Softball
Tracy,Miller PhD,1974/01/06,,2018/11/05,90,1987,PA,Softball
Stephen,Walker,1973/04/18,Hunter Ltd,2018/10/16,78,2012,OH,Softball
Timothy,Dean,1985/02/08,Scott and Sons,2018/09/11,46,2008,TX,Softball
Christopher,Holland,1984/02/21,Pearson Group,2018/02/19,69,2011,VA,Softball
Joe,Cook,1977/08/20,Parker Group,2018/07/18,52,2011,NM,Softball
Stacey,Foster,1980/05/09,Bruce Inc,2018/05/21,74,2015,FL,Softball
Linda,Lopez,1986/08/07,Parker Group,2019/01/07,33,2004,IL,Softball
David,Williams,1975/05/13,Mcdonald Inc,2018/04/27,63,2008,UT,Softball
Kimberly,Turner,1991/10/16,"Mullen, Huffman and Vasquez",2018/05/25,52,2015,ND,Softball
Amanda,Scott,1963/04/03,"Hopkins, Barnes and Ward",2018/10/03,62,2017,NV,Softball
Travis,Mclaughlin,1972/06/03,Rivera Ltd,2018/02/02,75,1996,MN,Softball
Kelly,Odonnell,1983/08/17,"Martin, Mcknight and Clark",2018/02/03,58,2000,SC,Softball
Lisa,Smith,1974/09/25,,2018/06/18,78,2016,VA,Softball
Maria,Scott,1975/06/15,Peterson and Sons,2018/08/17,67,2003,WV,Softball
Sierra,Walker,1962/09/29,"Alvarez, Schaefer and Robertson",2018/04/12,42,1981,FL,Softball
Stephen,Cox,1965/08/15,Keller Group,2018/01/26,30,2000,AR,Softball
Connie,Wu,1967/11/13,"Martin, Mcknight and Clark",2018/07/14,72,1981,PA,Softball
Lawrence,Henry,1970/03/19,Hunter Ltd,2018/10/01,47,2013,IN,Softball
Matthew,Reyes,1969/01/17,Bruce Inc,2018/11/10,46,2002,NJ,Softball
Scott,Reyes,1982/10/09,"Hopkins, Barnes and Ward",2018/08/03,31,2002,WA,Softball
John,Price,1970/12/31,"Alvarez, Schaefer and Robertson",2018/03/15,89,1983,IL,Softball
Pamela,Johnston,1977/05/05,Rivera-Morrow,2018/11/02,51,2003,AL,Softball
Jacob,Williams,1969/12/22,Hunter Ltd,2018/12/20,95,1992,ID,Softball
Jordan,Daniels,1967/08/26,,2018/11/02,68,2016,AR,Softball
Joseph,Campbell,1982/05/28,"Jackson, Carlson and Contreras",2018/04/16,36,1994,CO,Softball
Francis,Peterson,1973/05/09,"Mullen, Huffman and Vasquez",2018/03/30,45,1995,KS,Softball
Raymond,Scott,1959/07/08,"Mullen, Huffman and Vasquez",2018/04/16,63,1979,CT,Softball
Jared,Patel,1965/03/08,"Kelley, Gilbert and Jackson",2018/11/06,36,2016,MA,Softball
Nicole,Johnston,1972/03/25,Parker Group,2018/06/10,67,1994,NV,Softball
Lori,Hutchinson,1973/09/04,"Martin, Mcknight and Clark",2018/03/29,59,2002,NM,Softball
Joshua,Huang,1960/08/05,Scott and Sons,2018/05/28,54,1981,AK,Softball
Darius,Kennedy DVM,1959/10/11,"Hopkins, Barnes and Ward",2018/05/23,68,2017,NE,Softball
Tracy,Franklin,1963/09/23,"Brown, Vasquez and Sanchez",2018/10/06,64,2003,CO,Softball
Veronica,Leon DDS,1963/10/05,"Smith, Torres and Matthews",2018/01/22,62,2004,GA,Softball
Debra,Foster,1974/06/18,Keller Group,2018/03/06,91,1986,KY,Softball
Amanda,Jordan,1959/08/02,Rivera-Morrow,2018/10/29,87,1990,CT,Softball
Jimmy,Nunez,1983/10/04,"Alvarez, Schaefer and Robertson",2018/04/27,88,1999,AK,Softball
Michael,Smith,1988/07/21,"Smith, Torres and Matthews",2018/09/13,64,2016,AL,Softball
Linda,Chandler,1972/12/10,Scott and Sons,2018/04/29,66,1996,NC,Softball
Aaron,Rice,1964/04/27,Rivera Ltd,2018/03/22,40,2013,MT,Softball
Jacob,Sanders,1967/03/10,"Alvarez, Schaefer and Robertson",2018/10/19,53,2018,MN,Softball
Maria,Stephenson,1969/12/29,Rivera-Morrow,2018/02/02,44,1990,OR,Softball
Brianna,Horn,1975/12/17,"Alvarez, Schaefer and Robertson",2018/01/24,79,1993,NH,Softball
Jasmine,Long,1982/09/03,Rivera Ltd,2018/08/07,46,2011,NE,Softball
Ryan,Griffin,1965/09/08,,2018/12/17,38,1984,SD,Softball
Lisa,Jenkins,1975/02/03,Hunter Ltd,2018/11/24,67,1995,IA,Softball
Mrs.,Catherine Howard,1961/01/20,"Jackson, Carlson and Contreras",2018/06/19,53,1991,MS,Softball
Christopher,Reynolds,1976/09/25,,2018/02/01,36,1995,ID,Softball
Christine,Simmons,1963/12/11,"Brown, Vasquez and Sanchez",2018/04/03,48,1987,ME,Softball
Charles,Lewis,1961/08/01,"Hopkins, Barnes and Ward",2018/01/14,55,2000,SC,Softball
Connor,Robles,1959/11/19,Peterson and Sons,2018/02/23,80,2013,WY,Softball
Nancy,Smith,1970/08/16,Parker Group,2018/05/15,36,2017,WI,Softball
Courtney,Hoover MD,1988/08/01,Hunter Ltd,2019/01/05,98,2010,VA,Softball
Eric,Chapman,1982/03/12,Mcdonald Inc,2018/09/25,80,2007,ME,Softball
Edward,Benson,1988/12/26,,2018/01/24,90,2016,LA,Softball
Theresa,Miller,1968/08/19,"Jackson, Carlson and Contreras",2018/12/12,53,2011,ID,Softball
Lindsey,Holmes,1964/05/27,"Jackson, Carlson and Contreras",2018/08/24,61,1976,LA,Softball
Cassandra,Benitez,1961/01/16,"Jackson, Carlson and Contreras",2018/11/24,49,2004,ME,Softball
Aaron,Bowers Jr.,1971/07/27,Rivera-Morrow,2018/12/01,86,1994,CA,Softball
James,Liu,1965/07/17,Taylor-Alvarez,2018/05/30,76,1999,FL,Softball
Amy,Clark,1964/02/15,Pearson Group,2018/03/08,36,1995,GA,Softball
Chelsea,Castro,1975/01/18,"Alvarez, Schaefer and Robertson",2018/10/26,60,2017,NE,Softball
Daniel,Johnson MD,1967/04/06,"Hopkins, Barnes and Ward",2018/10/09,56,2005,MI,Softball
Catherine,Cain,1984/05/01,Parker Group,2019/01/02,95,2013,VA,Softball
Kelly,Garcia,1988/11/13,Pearson Group,2018/07/09,88,2000,AR,Softball
Samantha,Wright,1962/09/04,"Mullen, Huffman and Vasquez",2018/10/25,60,2016,NJ,Softball
Calvin,Jackson,1962/05/07,Bruce Inc,2018/11/18,71,2010,IL,Softball
Jared,Brown,1993/04/14,,2018/03/31,62,2012,UT,Softball
Rita,Murphy,1996/05/16,Scott and Sons,2018/02/27,88,2009,LA,Softball
Tyler,Wiggins,1974/10/09,Keller Group,2018/03/20,93,2015,ID,Softball
Travis,Martin,1963/01/10,"Alvarez, Schaefer and Robertson",2018/01/10,51,2012,TX,Softball
Michael,Rivera,1975/05/06,"Kelley, Gilbert and Jackson",2018/06/22,83,2006,MI,Softball
Douglas,Mckinney,1969/03/13,Mcdonald Inc,2018/04/11,88,2014,UT,Softball
Samantha,Scott,1988/04/18,,2018/01/14,60,2006,IA,Softball
Debra,Moore,1975/12/14,Scott and Sons,2018/10/08,45,2001,AK,Softball
Jennifer,Avery,1974/10/24,Rivera Ltd,2018/12/02,76,2012,WA,Softball
Kyle,Shaw,1978/06/21,Scott and Sons,2018/09/13,69,1991,KS,Softball
Debra,Foster,1959/05/31,Pearson Group,2018/05/21,43,2004,SD,Softball
Sandra,Lane,1961/03/29,Keller Group,2018/01/14,74,1991,WA,Softball
Nicholas,Fowler,1967/05/20,Keller Group,2018/11/13,59,2018,VA,Softball
Danny,Yates,1995/01/14,"Mullen, Huffman and Vasquez",2018/10/18,93,2018,AZ,Softball
Tracy,Hunter,1968/01/03,"Alvarez, Schaefer and Robertson",2018/12/03,64,1989,IA,Softball
Heather,Cruz,1994/12/18,"Smith, Torres and Matthews",2018/05/26,78,2010,HI,Softball
Amy,Middleton,1984/11/15,Williams-Stephenson,2018/10/27,94,2007,ND,Softball
Donna,Martin,1975/08/29,Bruce Inc,2018/06/08,79,2008,SC,Softball
Ashley,Payne,1963/05/09,"Jackson, Carlson and Contreras",2018/07/24,45,2017,WV,Softball
April,Williams,1980/12/03,"Hopkins, Barnes and Ward",2018/02/18,93,1993,VT,Softball
Alexandra,Sherman,1975/03/02,Hunter Ltd,2018/03/03,69,1992,NC,Softball
Mary,Carrillo,1959/07/05,"Mullen, Huffman and Vasquez",2018/12/18,30,2012,MD,Softball
Mrs.,Marissa Lewis MD,1968/05/18,Rivera Ltd,2018/12/09,79,1987,WI,Softball
Daniel,Smith,1971/06/20,Parker Group,2018/11/20,31,1995,ND,Softball
Kimberly,Thompson,1959/08/02,"Brown, Vasquez and Sanchez",2018/05/06,96,1995,RI,Softball
Kelly,Booker,1978/10/01,"Kelley, Gilbert and Jackson",2018/09/21,86,2005,MO,Softball
Taylor,Zamora,1959/08/12,,2018/10/05,79,1992,ND,Softball
Dennis,Mora,1976/11/01,"Smith, Torres and Matthews",2018/08/16,79,1992,OH,Softball
Michelle,Pacheco,1990/07/01,"Kelley, Gilbert and Jackson",2018/09/06,42,2018,MN,Softball
Patricia,Thompson,1973/06/21,Peterson and Sons,2018/03/05,68,2014,RI,Softball
Stacey,Harrell,1961/10/22,Williams-Stephenson,2018/06/05,42,2013,SC,Softball
Donna,Hernandez,1961/06/01,Taylor-Alvarez,2018/12/25,43,2003,OH,Softball
Rachel,Garcia,1959/05/04,Hunter Ltd,2018/07/24,36,1996,VT,Softball
Johnny,Hansen,1976/01/17,Parker Group,2018/03/16,52,1994,ME,Softball
Morgan,Young,1962/10/11,Parker Group,2018/04/21,62,1977,GA,Softball
Rachel,Walker,1964/10/09,Rivera Ltd,2018/09/08,96,1997,WV,Softball
Deborah,Duffy,1963/12/08,"Brown, Vasquez and Sanchez",2018/04/18,55,2010,CA,Softball
Sarah,Jordan,1990/11/28,Pearson Group,2018/11/08,47,2017,MD,Softball
Anne,Williams,1987/02/15,Bruce Inc,2018/11/27,61,2014,ND,Softball
Shirley,Harvey,1991/05/09,Taylor-Alvarez,2018/02/26,98,2003,OH,Softball
Richard,Suarez,1986/09/12,Parker Group,2018/10/20,41,2018,KS,Softball
Scott,Rodriguez,1971/11/26,Taylor-Alvarez,2018/01/10,35,2000,NV,Softball
Brianna,Mendoza,1986/08/09,,2018/09/22,49,2007,SC,Softball
Raymond,Mason,1981/08/25,"Mullen, Huffman and Vasquez",2018/11/19,47,1996,SC,Softball
Andrew,Burgess,1971/11/22,"Jackson, Carlson and Contreras",2018/02/17,80,1999,GA,Softball
Scott,Maxwell,1983/02/18,Hunter Ltd,2018/01/29,42,1996,GA,Softball
Katherine,Haynes,1990/07/19,Hunter Ltd,2018/11/27,86,2018,NJ,Softball
Charles,Rivera,1985/12/07,Rivera-Morrow,2018/04/09,66,2018,RI,Softball
Scott,Ware,1987/10/12,"Smith, Torres and Matthews",2018/01/09,47,2005,ME,Softball
Heather,Paul,1960/02/19,Taylor-Alvarez,2018/03/05,96,2014,AZ,Softball
Jesse,Roberts,1962/07/04,"Hopkins, Barnes and Ward",2018/02/13,51,1984,AK,Softball
Nicole,Johnson,1989/09/24,"Kelley, Gilbert and Jackson",2018/10/27,70,2014,IA,Softball
Margaret,Chavez,1968/06/01,,2018/07/15,48,1986,MI,Softball
Sara,Wood,1971/01/02,"Jackson, Carlson and Contreras",2018/03/10,47,2012,ME,Softball
Kenneth,Hill,1967/12/12,Parker Group,2018/08/03,34,1990,CO,Softball
Nathaniel,Smith,1961/10/11,Bruce Inc,2019/01/02,40,2002,IA,Softball
James,Browning,1989/03/06,Mcdonald Inc,2018/08/16,55,2004,OH,Softball
Robert,Marshall,1976/02/16,"Mullen, Huffman and Vasquez",2018/11/01,97,1989,MO,Softball
Johnny,Jackson,1967/08/26,Parker Group,2018/11/10,85,1995,VT,Softball
Christopher,Buckley,1977/06/24,Peterson and Sons,2018/06/05,84,1998,OR,Softball
Matthew,Hall,1963/11/16,"Kelley, Gilbert and Jackson",2018/03/14,74,2015,SD,Softball
Amy,Shannon,1959/05/06,Keller Group,2018/07/16,42,2000,CT,Softball
Anthony,Castillo,1967/09/24,Rivera Ltd,2018/04/27,66,1997,WV,Softball
Charles,Phillips,1959/10/13,"Jackson, Carlson and Contreras",2018/01/30,56,1999,AZ,Softball
Luis,Lopez,1993/01/07,Bruce Inc,2018/10/30,48,2013,MD,Softball
Nicholas,Rivera,1960/04/03,Hunter Ltd,2018/03/03,42,2010,MA,Softball
Karen,Berg,1966/09/13,Peterson and Sons,2018/10/10,65,2006,MN,Softball
Cole,Davis,1959/03/20,"Mullen, Huffman and Vasquez",2018/04/15,85,2004,WV,Softball
Christopher,Berger,1987/06/22,Mcdonald Inc,2018/05/16,51,2009,WA,Softball
Anthony,Hughes,1971/08/03,"Kelley, Gilbert and Jackson",2018/10/21,46,2014,WI,Softball
Shane,Brady,1980/06/17,Keller Group,2018/06/26,83,1999,LA,Softball
Alicia,Griffin,1961/05/28,"Mullen, Huffman and Vasquez",2018/11/15,90,1995,VT,Softball
Jeffrey,Marshall,1988/01/14,Pearson Group,2018/05/01,94,2013,WV,Softball
Peter,Lara,1981/10/25,Peterson and Sons,2018/10/23,97,1995,HI,Softball
Daniel,Howard,1995/10/31,"Hopkins, Barnes and Ward",2018/12/13,81,2013,NM,Softball
Alicia,Walker,1989/08/31,,2018/06/16,85,2010,GA,Softball
Ashley,Garrett,1989/05/08,Hunter Ltd,2018/09/05,32,2016,ND,Softball
Jeffrey,Carlson,1963/01/20,"Martin, Mcknight and Clark",2018/10/29,83,2004,MO,Softball
Robert,Sanchez,1992/02/27,Peterson and Sons,2018/10/18,94,2015,SC,Softball
Brittany,Brooks,1987/01/22,"Brown, Vasquez and Sanchez",2018/07/09,76,2009,WY,Softball
Mrs.,Veronica Jackson,1969/02/05,"Smith, Torres and Matthews",2019/01/01,91,2000,MA,Softball
Katelyn,Munoz,1960/04/28,"Kelley, Gilbert and Jackson",2018/08/30,33,2003,NC,Softball
Mark,Jackson,1975/11/13,Keller Group,2019/01/04,74,1998,AL,Softball
Frederick,Jackson,1970/06/12,Parker Group,2018/04/04,57,1994,DE,Softball
Crystal,Holmes,1969/06/06,Hunter Ltd,2018/05/06,91,2017,NJ,Softball
Johnny,Smith,1967/04/13,Keller Group,2018/08/29,39,2009,CT,Softball
Joseph,Taylor,1968/05/27,"Hopkins, Barnes and Ward",2018/10/06,92,2018,MT,Softball
Rachel,Lewis,1979/07/04,"Mullen, Huffman and Vasquez",2018/05/28,33,1998,MO,Softball
Thomas,Adkins,1961/06/26,Rivera Ltd,2018/04/04,55,1986,LA,Softball
David,Daniels,1966/08/23,"Hopkins, Barnes and Ward",2018/01/28,36,1989,OH,Softball
Jason,Cook,1975/10/04,Bruce Inc,2018/05/17,89,2005,TN,Softball
Deborah,Myers,1980/11/10,Keller Group,2018/06/26,58,2007,MA,Softball
Anne,Lynch,1967/08/21,"Hopkins, Barnes and Ward",2018/02/20,63,2004,MT,Softball
Anna,Rosario,1961/10/07,,2018/04/05,52,2008,MO,Softball
Jose,Mcpherson,1969/11/06,Pearson Group,2018/04/11,69,2010,TX,Softball
Gabrielle,Mullins,1965/12/09,Peterson and Sons,2018/04/14,96,1994,MA,Softball
Annette,Case,1966/03/19,Pearson Group,2018/11/07,55,1999,MO,Softball
Mary,Moon,1971/05/29,"Brown, Vasquez and Sanchez",2019/01/05,99,1995,MD,Softball
Dominique,Carter,1959/08/23,Rivera-Morrow,2018/05/15,95,1991,TN,Softball
Jacqueline,Rhodes,1989/11/13,Pearson Group,2018/04/29,55,2005,KY,Softball
Joanna,Hutchinson,1960/09/12,Rivera-Morrow,2018/02/10,47,1979,TN,Softball
Troy,Dominguez,1977/10/06,"Hopkins, Barnes and Ward",2018/09/16,72,2009,NY,Softball
Tonya,Miller,1973/11/26,"Alvarez, Schaefer and Robertson",2018/06/13,49,1988,WI,Softball
Brad,Marshall,1981/09/15,"Mullen, Huffman and Vasquez",2018/06/19,40,2017,MO,Softball
Vanessa,Carey,1984/07/14,Parker Group,2018/02/04,79,2000,IL,Softball
John,Guzman,1963/08/11,"Brown, Vasquez and Sanchez",2018/12/30,79,1987,MA,Softball
Ms.,Stacy Nguyen,1969/07/24,"Jackson, Carlson and Contreras",2018/11/13,43,2014,ME,Softball
Jesus,Rodriguez,1973/01/18,Keller Group,2018/10/02,35,2001,CO,Softball
William,Hoffman,1980/04/16,"Alvarez, Schaefer and Robertson",2018/07/30,70,2012,LA,Softball
Chad,Armstrong,1973/01/27,Scott and Sons,2018/04/23,38,2006,ID,Softball
Jeff,Stewart,1977/09/07,"Mullen, Huffman and Vasquez",2018/02/15,80,2006,SC,Softball
Joseph,Everett,1965/10/05,Pearson Group,2018/01/11,66,1981,HI,Softball
Jessica,Hale,1979/10/17,"Kelley, Gilbert and Jackson",2018/04/21,50,2015,NJ,Softball
Kathy,Cobb,1971/06/03,"Alvarez, Schaefer and Robertson",2018/09/16,30,2012,NY,Softball
Victor,Robinson,1975/10/24,Parker Group,2018/12/01,30,1995,AL,Softball
Christopher,Armstrong,1966/12/25,,2018/02/16,66,2010,IA,Softball
Eric,Turner,1984/01/27,"Mullen, Huffman and Vasquez",2018/07/07,47,2013,OR,Softball
Kaitlyn,Dorsey,1974/09/26,Williams-Stephenson,2018/10/30,51,2006,CO,Softball
Jose,Flores,1962/09/06,"Mullen, Huffman and Vasquez",2018/09/09,53,1987,CA,Softball
Ernest,Phillips,1969/12/06,,2018/05/19,82,1997,TX,Softball
Rebecca,Sanchez,1988/04/02,Parker Group,2018/04/18,96,2007,MI,Softball
David,Jones,1969/09/11,Keller Group,2018/08/23,43,1999,NY,Softball
Cindy,Smith,1968/07/24,Taylor-Alvarez,2018/10/29,69,2014,OR,Softball
Samantha,Stevens,1988/05/29,Mcdonald Inc,2018/11/03,90,2009,WV,Softball
Richard,Miles,1971/12/06,Williams-Stephenson,2018/11/12,44,2013,VT,Softball
Anthony,Miller,1972/06/28,"Mullen, Huffman and Vasquez",2018/05/29,92,2009,WV,Softball
Regina,Nguyen,1971/04/03,"Smith, Torres and Matthews",2018/01/15,44,2001,NM,Softball
Wanda,Drake,1993/09/16,,2018/04/14,47,2010,NM,Softball
Mary,Hayden,1993/03/15,Williams-Stephenson,2018/05/21,49,2012,DE,Softball
Mr.,Cody Hendricks,1980/10/12,"Jackson, Carlson and Contreras",2018/10/23,60,1995,AL,Softball
Lucas,Bell,1982/04/24,Keller Group,2018/03/20,30,2005,IA,Softball
Christopher,Holder,1993/10/08,Mcdonald Inc,2018/06/22,96,2015,ME,Softball
Gregory,Goodman,1969/07/11,Parker Group,2018/07/14,52,1997,NH,Softball
Robert,Knight,1963/08/06,Peterson and Sons,2018/11/11,64,1981,NV,Softball
Christopher,Duffy,1976/12/04,Scott and Sons,2018/05/21,40,1997,NH,Softball
Lawrence,Carter,1978/04/21,Pearson Group,2018/05/20,50,2004,OR,Softball
Roberto,Anderson,1966/12/05,Rivera-Morrow,2018/04/26,71,1979,DE,Softball
Whitney,Woodard,1962/10/26,"Kelley, Gilbert and Jackson",2018/02/16,88,1977,MO,Softball
Peter,Carter,1971/04/02,"Brown, Vasquez and Sanchez",2018/03/29,49,2010,UT,Softball
Kevin,Wallace,1987/01/01,Williams-Stephenson,2018/02/18,30,2013,AZ,Softball
Heather,Young,1975/03/24,Hunter Ltd,2018/09/08,36,1988,TX,Softball
Jacob,Dunn,1980/03/01,"Mullen, Huffman and Vasquez",2018/02/27,97,1999,IN,Softball
Jason,Hoffman,1967/06/01,Keller Group,2018/11/05,36,1980,MA,Softball
Jesus,Robinson,1971/06/25,"Brown, Vasquez and Sanchez",2018/04/11,48,2007,ME,Softball
Benjamin,Garcia,1967/06/24,"Martin, Mcknight and Clark",2018/10/04,63,1993,RI,Softball
Christopher,Lin,1968/12/17,"Jackson, Carlson and Contreras",2018/04/18,37,2000,MO,Softball
Victoria,Michael,1992/09/30,"Brown, Vasquez and Sanchez",2018/12/05,67,2018,ME,Softball
Anna,Williams,1973/09/26,"Mullen, Huffman and Vasquez",2018/07/04,31,1994,GA,Softball
Dustin,Campos,1991/07/26,Williams-Stephenson,2018/12/06,95,2007,AZ,Softball
Rebecca,Gonzalez,1959/04/28,Hunter Ltd,2018/02/06,32,2017,PA,Softball
Alexandra,Johnson,1987/05/21,Williams-Stephenson,2018/10/11,57,2011,UT,Softball
Kristina,Edwards,1964/12/18,"Martin, Mcknight and Clark",2018/07/10,33,2014,WY,Softball
Tammy,Reese,1961/01/31,"Hopkins, Barnes and Ward",2018/05/03,77,2007,MD,Softball
Philip,Ramos,1963/12/14,Rivera-Morrow,2018/02/19,76,2002,PA,Softball
Betty,Ball,1993/01/15,Rivera-Morrow,2018/08/28,94,2012,OH,Softball
Elizabeth,Adams,1996/05/28,Pearson Group,2018/10/12,87,2012,NY,Softball
Drew,Cabrera,1976/09/22,"Hopkins, Barnes and Ward",2018/05/08,82,2017,MS,Softball
Tracy,Potter,1972/04/13,,2018/12/15,57,1991,ND,Softball
Pamela,Rose,1959/08/03,Rivera-Morrow,2018/08/28,67,1983,IL,Softball
Nicholas,Phelps,1977/02/06,Keller Group,2018/06/16,40,1993,TN,Softball
Erica,Hines,1976/09/22,Pearson Group,2018/10/06,39,2011,AR,Softball
Jamie,Flores,1962/03/16,Mcdonald Inc,2018/12/16,50,1977,FL,Softball
Derek,Douglas,1978/06/13,,2018/05/21,30,2002,NH,Softball
Daniel,Donovan MD,1962/07/26,Keller Group,2018/10/13,58,2013,WA,Softball
Charles,Armstrong,1987/07/10,Peterson and Sons,2018/04/28,35,2018,NM,Softball
Willie,Fields,1984/10/13,Peterson and Sons,2018/05/07,85,2002,MI,Softball
Zachary,Bryant,1987/10/24,"Hopkins, Barnes and Ward",2018/04/03,36,2015,LA,Softball
Karen,Johnson,1965/04/01,Taylor-Alvarez,2018/09/10,82,2006,CO,Softball
Laurie,Hoffman,1979/06/29,Bruce Inc,2018/04/29,75,1996,VA,Softball
Tamara,Williams,1960/03/18,,2018/10/30,49,1972,RI,Softball
Donald,Summers,1979/07/08,"Mullen, Huffman and Vasquez",2018/12/11,90,2016,AR,Softball
Jocelyn,Walker,1968/09/24,Williams-Stephenson,2018/04/25,44,2012,HI,Softball
Sarah,Stewart,1970/12/03,Hunter Ltd,2018/06/22,70,1993,WY,Softball
Robert,Harris,1990/03/02,Peterson and Sons,2018/07/08,32,2004,OH,Softball
Stephen,Mcdonald MD,1986/11/13,Peterson and Sons,2018/05/30,59,2003,DE,Softball
Mr.,Kenneth Cook,1983/05/06,"Jackson, Carlson and Contreras",2018/02/13,95,2009,DE,Softball
Connor,Mathis,1963/12/24,"Mullen, Huffman and Vasquez",2018/10/06,31,1976,NM,Softball
Misty,Larsen,1978/03/22,Williams-Stephenson,2018/05/22,84,2003,MO,Softball
