first_name,last_name,dob,company_name,last_active,score,member_since,state,source,errors
Brandon,Schroeder,1989/10/17,"Kelley, Gilbert and Jackson",2018/04/14,63,1997,MN,Softball,Suspicious Join Age
Joshua,Smith,1969/08/19,Rivera-Morrow,2018/06/03,76,1973,AK,Softball,Suspicious Join Age
Jeffery,Thomas,1984/11/15,Pearson Group,2018/10/05,46,1987,MO,Softball,Suspicious Join Age
Tammy,Cook DVM,1994/09/22,Hunter Ltd,2018/06/20,36,1992,MD,Softball,"Member Since Before DOB,Suspicious Join Age"
Michael,Anderson,1985/07/10,Keller Group,2018/02/03,67,1972,CT,Softball,"Member Since Before DOB,Suspicious Join Age"
Sara,Brooks,1995/03/26,Hunter Ltd,2018/01/20,70,1990,MN,Softball,"Member Since Before DOB,Suspicious Join Age"
Brian,Bird,1977/09/25,Peterson and Sons,2019/01/06,36,1973,WI,Softball,"Member Since Before DOB,Suspicious Join Age"
Brenda,Parker,1993/07/31,"Smith, Torres and Matthews",2018/07/26,81,1999,SC,Softball,Suspicious Join Age
Jacob,Davis,1994/02/01,Rivera Ltd,2018/07/08,94,1976,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Alexandria,Martinez,1991/10/27,"Martin, Mcknight and Clark",2018/05/25,54,1982,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Timothy,Smith,1997/02/22,Taylor-Alvarez,2018/10/29,30,1971,NJ,Softball,"Member Since Before DOB,Suspicious Join Age"
Brianna,Kim,1993/03/02,"Hopkins, Barnes and Ward",2018/08/18,66,1998,MS,Softball,Suspicious Join Age
Jerry,Garcia,1992/03/06,Williams-Stephenson,2018/10/04,83,1997,GA,Softball,Suspicious Join Age
John,Morton,1997/12/22,"Hopkins, Barnes and Ward",2018/05/09,40,1995,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Jacob,Shelton,1972/01/21,Keller Group,2018/02/06,35,1981,PA,Softball,Suspicious Join Age
Brianna,Wagner,1989/04/01,"Alvarez, Schaefer and Robertson",2018/08/18,76,1985,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Jeremy,Rangel,1996/04/01,Peterson and Sons,2018/02/08,84,1991,CO,Softball,"Member Since Before DOB,Suspicious Join Age"
Brian,Anderson,1976/08/18,Rivera Ltd,2019/01/02,69,1984,KS,Softball,Suspicious Join Age
Zachary,Moon,1970/10/14,Bruce Inc,2018/12/13,32,1974,OH,Softball,Suspicious Join Age
Evan,Ramirez,1971/03/05,Hunter Ltd,2018/10/05,93,1982,CA,Softball,Suspicious Join Age
Julia,Sherman,1967/07/17,"Mullen, Huffman and Vasquez",2018/11/05,86,1975,AL,Softball,Suspicious Join Age
Jason,Williams,1995/05/22,Mcdonald Inc,2018/06/04,50,2006,ME,Softball,Suspicious Join Age
Stacy,Townsend,1986/11/04,Rivera-Morrow,2018/08/22,58,1994,ND,Softball,Suspicious Join Age
Ashley,Hoffman,1978/01/04,"Mullen, Huffman and Vasquez",2018/02/13,96,1970,OR,Softball,"Member Since Before DOB,Suspicious Join Age"
Michelle,Nguyen,1995/06/27,Taylor-Alvarez,2018/02/28,59,2006,VT,Softball,Suspicious Join Age
Andrea,Reynolds,1991/11/20,"Jackson, Carlson and Contreras",2018/05/17,74,1971,UT,Softball,"Member Since Before DOB,Suspicious Join Age"
Christopher,Conner,1997/09/02,Pearson Group,2018/04/27,80,1974,WA,Softball,"Member Since Before DOB,Suspicious Join Age"
Tanya,Pratt,1992/08/26,"Kelley, Gilbert and Jackson",2018/02/17,57,2003,MI,Softball,Suspicious Join Age
Jennifer,Hampton,1981/07/28,Rivera-Morrow,2018/10/05,99,1982,MS,Softball,Suspicious Join Age
Michael,Holmes,1997/10/14,Scott and Sons,2018/06/01,91,1985,CA,Softball,"Member Since Before DOB,Suspicious Join Age"
Jamie,Johnston,1980/05/27,Rivera Ltd,2018/09/29,48,1974,UT,Softball,"Member Since Before DOB,Suspicious Join Age"
Natalie,Lee,1978/11/10,Hunter Ltd,2018/07/27,69,1977,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Allen,Diaz,1976/06/10,Rivera-Morrow,2018/02/01,76,1977,OR,Softball,Suspicious Join Age
David,Anderson,1992/08/09,"Brown, Vasquez and Sanchez",2018/06/15,95,1983,MO,Softball,"Member Since Before DOB,Suspicious Join Age"
Charles,Greer,1998/11/11,"Mullen, Huffman and Vasquez",2018/07/18,30,1994,IN,Softball,"Member Since Before DOB,Suspicious Join Age"
Kelly,Anderson,1990/12/06,Bruce Inc,2018/03/25,34,1982,NV,Softball,"Member Since Before DOB,Suspicious Join Age"
Kelly,Yang,1991/05/29,"Smith, Torres and Matthews",2018/06/21,84,1973,RI,Softball,"Member Since Before DOB,Suspicious Join Age"
Jason,Carlson,1995/09/29,Williams-Stephenson,2018/06/16,73,2003,AZ,Softball,Suspicious Join Age
Jessica,Macias,1992/09/15,"Hopkins, Barnes and Ward",2018/10/24,61,1981,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Amanda,Rice,1985/01/14,"Mullen, Huffman and Vasquez",2018/02/03,93,1975,NH,Softball,"Member Since Before DOB,Suspicious Join Age"
Brianna,Sims,1970/07/23,Parker Group,2018/03/02,93,1975,TN,Softball,Suspicious Join Age
Misty,Nelson,1995/01/07,"Smith, Torres and Matthews",2018/09/13,56,2006,AZ,Softball,Suspicious Join Age
Jamie,Moore,1995/01/25,Taylor-Alvarez,2018/10/16,41,1975,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Valerie,Kelly,1989/04/15,"Alvarez, Schaefer and Robertson",2018/03/22,76,1988,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Mikayla,Jackson,1995/10/12,"Mullen, Huffman and Vasquez",2018/12/03,49,1999,IN,Softball,Suspicious Join Age
Aaron,Johnson,1997/06/06,,2018/10/22,82,2004,ME,Softball,Suspicious Join Age
Shaun,Burns,1997/10/10,Bruce Inc,2018/01/09,60,1980,CO,Softball,"Member Since Before DOB,Suspicious Join Age"
Sarah,Miller,1982/10/23,,2018/07/30,90,1982,IL,Softball,Suspicious Join Age
Gregory,Beard,1976/06/10,"Kelley, Gilbert and Jackson",2018/03/14,78,1971,OR,Softball,"Member Since Before DOB,Suspicious Join Age"
Jeremy,Roy,1988/03/07,"Jackson, Carlson and Contreras",2018/12/02,44,1983,VT,Softball,"Member Since Before DOB,Suspicious Join Age"
Cole,Owens,1991/04/09,"Mullen, Huffman and Vasquez",2018/07/02,51,1995,CO,Softball,Suspicious Join Age
Daniel,Johnson,1982/04/30,"Brown, Vasquez and Sanchez",2018/06/06,96,1991,WA,Softball,Suspicious Join Age
Sean,Scott,1998/05/14,Hunter Ltd,2018/09/23,57,1987,AZ,Softball,"Member Since Before DOB,Suspicious Join Age"
James,Powers,1990/07/24,"Hopkins, Barnes and Ward",2018/04/15,51,1980,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Gerald,Zamora,1993/07/01,"Jackson, Carlson and Contreras",2018/12/30,42,1985,WV,Softball,"Member Since Before DOB,Suspicious Join Age"
Patrick,Martin,1966/09/13,"Martin, Mcknight and Clark",2018/01/15,50,1977,AK,Softball,Suspicious Join Age
Marcus,Griffin,1998/12/03,"Jackson, Carlson and Contreras",2018/04/02,63,2009,AK,Softball,Suspicious Join Age
Michael,Dickerson,1996/12/19,"Alvarez, Schaefer and Robertson",2018/09/16,51,1989,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Kelly,Ritter,1970/08/31,Peterson and Sons,2018/10/26,97,1981,WA,Softball,Suspicious Join Age
Randy,Hart,1998/03/08,Keller Group,2018/06/08,84,1983,VT,Softball,"Member Since Before DOB,Suspicious Join Age"
Donald,Torres,1992/06/02,Hunter Ltd,2018/09/05,80,1980,MD,Softball,"Member Since Before DOB,Suspicious Join Age"
Emily,Spencer MD,1998/10/16,Parker Group,2018/02/04,70,1980,WA,Softball,"Member Since Before DOB,Suspicious Join Age"
Theodore,Gray,1998/06/24,"Martin, Mcknight and Clark",2018/09/28,53,1990,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Dennis,Payne,1990/02/20,Bruce Inc,2018/08/04,56,1979,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Kristen,Smith,1991/10/20,Keller Group,2018/11/05,73,1970,SC,Softball,"Member Since Before DOB,Suspicious Join Age"
Theresa,Cunningham,1969/07/23,Rivera-Morrow,2018/09/01,97,1975,OR,Softball,Suspicious Join Age
Lisa,Smith,1981/08/08,Taylor-Alvarez,2018/06/20,76,1973,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Samantha,Johnson,1993/05/27,Parker Group,2018/10/30,69,1983,AZ,Softball,"Member Since Before DOB,Suspicious Join Age"
Jill,Woods,1977/08/02,,2018/01/23,99,1977,VT,Softball,Suspicious Join Age
Joel,Flores,1989/09/21,Peterson and Sons,2018/10/14,49,1995,AR,Softball,Suspicious Join Age
Erica,Lopez,1981/05/11,Peterson and Sons,2018/04/24,81,1992,NE,Softball,Suspicious Join Age
Kimberly,Taylor,1983/06/04,Rivera-Morrow,2018/02/21,52,1979,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
Jacob,Ruiz,1993/08/01,Mcdonald Inc,2018/10/02,54,2003,NH,Softball,Suspicious Join Age
David,Cortez,1982/05/06,"Jackson, Carlson and Contreras",2018/08/14,31,1987,DE,Softball,Suspicious Join Age
Shannon,Barker,1988/03/18,Rivera Ltd,2018/07/18,97,1995,NH,Softball,Suspicious Join Age
Kent,Bridges,1990/08/15,Bruce Inc,2018/03/04,71,1996,NH,Softball,Suspicious Join Age
Stephanie,Byrd,1997/03/16,"Smith, Torres and Matthews",2018/06/29,36,2006,NH,Softball,Suspicious Join Age
James,Jackson,1982/05/09,Parker Group,2018/06/08,63,1971,MN,Softball,"Member Since Before DOB,Suspicious Join Age"
Tonya,Miller,1976/04/25,Peterson and Sons,2018/01/16,33,1976,ND,Softball,Suspicious Join Age
Susan,Gordon,1971/12/18,"Kelley, Gilbert and Jackson",2018/06/29,98,1976,NV,Softball,Suspicious Join Age
Jennifer,Crane,1985/12/16,Keller Group,2018/03/10,81,1984,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Cathy,Wolf,1997/05/15,"Brown, Vasquez and Sanchez",2018/09/11,81,2007,TX,Softball,Suspicious Join Age
Robert,Arroyo,1972/03/24,Williams-Stephenson,2018/05/02,88,1978,AZ,Softball,Suspicious Join Age
Erica,Mata,1962/11/21,Rivera Ltd,2018/09/28,44,1971,ND,Softball,Suspicious Join Age
Christina,Johnson,1997/09/19,,2018/10/20,61,1982,TN,Softball,"Member Since Before DOB,Suspicious Join Age"
Michelle,Tate,1994/02/12,Rivera Ltd,2018/06/10,31,1994,TN,Softball,Suspicious Join Age
Anna,Moore,1996/11/15,Taylor-Alvarez,2018/11/09,88,1995,UT,Softball,"Member Since Before DOB,Suspicious Join Age"
Judy,Wang,1985/05/23,Williams-Stephenson,2018/03/21,81,1970,NE,Softball,"Member Since Before DOB,Suspicious Join Age"
Sara,Fox,1972/05/12,Hunter Ltd,2018/03/21,87,1981,MD,Softball,Suspicious Join Age
Bethany,Massey PhD,1997/02/04,"Mullen, Huffman and Vasquez",2018/04/05,79,1986,IN,Softball,"Member Since Before DOB,Suspicious Join Age"
Christina,Branch,1996/09/16,"Kelley, Gilbert and Jackson",2018/12/05,52,1978,NE,Softball,"Member Since Before DOB,Suspicious Join Age"
Kim,Howard,1986/03/21,Hunter Ltd,2018/01/19,59,1995,IN,Softball,Suspicious Join Age
Lisa,Munoz,1993/06/28,"Jackson, Carlson and Contreras",2018/02/21,95,1970,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
Luis,Lewis,1994/11/02,Hunter Ltd,2018/05/29,40,1981,KY,Softball,"Member Since Before DOB,Suspicious Join Age"
Robert,Howard,1993/03/05,Peterson and Sons,2018/11/08,34,1972,NH,Softball,"Member Since Before DOB,Suspicious Join Age"
Steven,Duke,1997/09/02,Hunter Ltd,2018/04/30,98,1983,MO,Softball,"Member Since Before DOB,Suspicious Join Age"
Melody,Lopez,1984/07/24,"Martin, Mcknight and Clark",2018/08/02,87,1989,SC,Softball,Suspicious Join Age
Alexandra,Golden,1996/03/19,Keller Group,2018/12/31,36,1980,NE,Softball,"Member Since Before DOB,Suspicious Join Age"
Kimberly,Ortega,1986/09/18,Rivera Ltd,2018/08/07,78,1979,NH,Softball,"Member Since Before DOB,Suspicious Join Age"
Jodi,Gomez,1993/08/13,Taylor-Alvarez,2018/07/18,55,1972,UT,Softball,"Member Since Before DOB,Suspicious Join Age"
Christy,Foster,1969/03/27,Hunter Ltd,2018/04/27,61,1970,OK,Softball,Suspicious Join Age
Henry,Lane,1976/02/19,"Brown, Vasquez and Sanchez",2019/01/09,61,1987,AL,Softball,Suspicious Join Age
Rebecca,Jensen,1989/12/08,"Mullen, Huffman and Vasquez",2018/12/17,68,1983,AK,Softball,"Member Since Before DOB,Suspicious Join Age"
Mrs.,Susan Gates,1976/05/01,Parker Group,2018/06/19,94,1973,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
Mark,Miller,1989/05/28,Hunter Ltd,2018/01/18,33,1990,PA,Softball,Suspicious Join Age
Brian,Page,1998/10/12,Scott and Sons,2018/09/11,94,1990,NE,Softball,"Member Since Before DOB,Suspicious Join Age"
Eddie,Mckee,1996/04/04,Williams-Stephenson,2018/05/30,64,1983,TX,Softball,"Member Since Before DOB,Suspicious Join Age"
Ryan,Collins,1976/11/02,Peterson and Sons,2018/04/23,51,1979,AR,Softball,Suspicious Join Age
John,Bray,1984/07/30,"Jackson, Carlson and Contreras",2018/03/11,83,1975,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Patrick,Roberson,1996/07/28,"Alvarez, Schaefer and Robertson",2018/05/09,98,1986,GA,Softball,"Member Since Before DOB,Suspicious Join Age"
Meghan,Daugherty,1993/02/09,"Jackson, Carlson and Contreras",2018/12/22,90,1970,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Laura,Miller,1982/04/15,Keller Group,2018/11/10,66,1981,NM,Softball,"Member Since Before DOB,Suspicious Join Age"
Rachel,Coleman,1998/12/28,Peterson and Sons,2018/04/17,35,2005,AR,Softball,Suspicious Join Age
Brandon,Erickson,1995/03/27,Rivera-Morrow,2018/08/10,33,2002,ID,Softball,Suspicious Join Age
Eric,Esparza,1982/01/01,"Hopkins, Barnes and Ward",2018/02/12,94,1975,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Alexis,Jones,1998/04/07,Parker Group,2018/07/06,55,1990,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Ashley,Phillips,1997/08/01,"Hopkins, Barnes and Ward",2018/04/14,98,1996,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Anna,Hudson,1989/07/15,,2018/02/26,42,1987,MO,Softball,"Member Since Before DOB,Suspicious Join Age"
Sandra,Harris,1988/10/31,Keller Group,2018/03/25,97,1994,MA,Softball,Suspicious Join Age
Jeffery,Lee,1979/08/06,Hunter Ltd,2018/06/12,58,1985,OR,Softball,Suspicious Join Age
Daniel,Serrano,1982/12/22,Parker Group,2018/09/20,98,1990,AR,Softball,Suspicious Join Age
Brianna,Robinson,1996/03/15,"Brown, Vasquez and Sanchez",2018/02/09,61,2005,RI,Softball,Suspicious Join Age
Crystal,Martinez,1979/07/01,"Jackson, Carlson and Contreras",2018/12/07,93,1977,FL,Softball,"Member Since Before DOB,Suspicious Join Age"
Kristen,Strong,1994/02/08,Taylor-Alvarez,2018/09/12,82,1998,GA,Softball,Suspicious Join Age
William,Cook,1989/07/22,Parker Group,2018/07/24,66,1970,VT,Softball,"Member Since Before DOB,Suspicious Join Age"
Mr.,Christopher Kline,1976/09/13,Rivera Ltd,2018/03/15,56,1981,MD,Softball,Suspicious Join Age
John,Patton,1982/06/04,Bruce Inc,2018/02/13,91,1980,OK,Softball,"Member Since Before DOB,Suspicious Join Age"
Edward,Walker,1993/10/22,"Mullen, Huffman and Vasquez",2018/02/17,56,2000,NC,Softball,Suspicious Join Age
Aaron,Rhodes PhD,1989/12/21,Taylor-Alvarez,2018/02/21,44,1998,WI,Softball,Suspicious Join Age
Bryan,Garner,1968/10/06,Pearson Group,2018/10/19,99,1970,IN,Softball,Suspicious Join Age
Jonathan,Bates,1983/12/15,Rivera Ltd,2018/06/17,47,1978,ME,Softball,"Member Since Before DOB,Suspicious Join Age"
Richard,Brown,1998/01/24,"Mullen, Huffman and Vasquez",2018/10/04,77,1971,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Andrew,Oliver,1989/07/05,Peterson and Sons,2018/12/11,82,1974,VT,Softball,"Member Since Before DOB,Suspicious Join Age"
Taylor,Vazquez,1978/12/17,"Smith, Torres and Matthews",2018/10/25,86,1971,WV,Softball,"Member Since Before DOB,Suspicious Join Age"
Samuel,Dennis,1990/08/10,Bruce Inc,2018/08/29,46,2000,WA,Softball,Suspicious Join Age
Ms.,Denise Jones,1997/07/11,"Kelley, Gilbert and Jackson",2018/10/28,63,1971,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Shelly,Joseph,1988/01/10,,2018/05/10,49,1986,RI,Softball,"Member Since Before DOB,Suspicious Join Age"
Christopher,Buchanan,1978/04/11,Rivera-Morrow,2018/03/26,97,1974,SC,Softball,"Member Since Before DOB,Suspicious Join Age"
Katie,Parrish,1971/02/20,Rivera-Morrow,2018/04/09,99,1979,TN,Softball,Suspicious Join Age
Laura,Wells,1995/05/05,Rivera Ltd,2018/12/11,99,2006,ND,Softball,Suspicious Join Age
James,Villarreal,1963/03/22,Williams-Stephenson,2018/04/17,65,1970,NC,Softball,Suspicious Join Age
Samuel,Allen,1995/11/12,"Kelley, Gilbert and Jackson",2018/06/30,81,1990,TX,Softball,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Cline,1979/04/13,"Alvarez, Schaefer and Robertson",2018/05/02,88,1974,ND,Softball,"Member Since Before DOB,Suspicious Join Age"
Carrie,Cohen,1988/12/21,"Alvarez, Schaefer and Robertson",2018/04/08,64,1991,IN,Softball,Suspicious Join Age
Patricia,Anderson,1996/01/03,"Kelley, Gilbert and Jackson",2018/04/26,30,2006,GA,Softball,Suspicious Join Age
Jordan,Jimenez,1992/12/14,"Kelley, Gilbert and Jackson",2018/03/17,62,1989,VA,Softball,"Member Since Before DOB,Suspicious Join Age"
Bianca,Clayton,1988/06/04,Rivera-Morrow,2018/08/23,88,1973,WA,Softball,"Member Since Before DOB,Suspicious Join Age"
Ricky,Aguirre,1998/01/19,Parker Group,2018/10/11,45,2005,MA,Softball,Suspicious Join Age
Kristen,Torres,1987/08/27,"Smith, Torres and Matthews",2018/07/06,38,1996,KS,Softball,Suspicious Join Age
Andrea,Mullins,1967/02/26,,2018/07/12,97,1976,LA,Softball,Suspicious Join Age
Andrew,Lucas,1990/06/27,"Martin, Mcknight and Clark",2018/09/10,68,1973,SD,Softball,"Member Since Before DOB,Suspicious Join Age"
Jerry,Washington,1980/06/18,Peterson and Sons,2018/07/11,81,1987,MT,Softball,Suspicious Join Age
Rachael,Brady,1992/09/11,Parker Group,2018/09/20,99,1997,TX,Softball,Suspicious Join Age
Shannon,Johnson,1995/11/06,Bruce Inc,2018/06/17,66,1999,MS,Softball,Suspicious Join Age
Jonathan,Rodriguez,1995/10/26,Keller Group,2018/03/17,88,1973,PA,Softball,"Member Since Before DOB,Suspicious Join Age"
Jacob,Williams,1978/09/05,Pearson Group,2018/05/14,35,1985,NC,Softball,Suspicious Join Age
Mary,Ward,1993/07/11,"Jackson, Carlson and Contreras",2018/07/27,58,2002,MI,Softball,Suspicious Join Age
Travis,Maynard,1967/08/06,Hunter Ltd,2018/01/26,54,1974,FL,Softball,Suspicious Join Age
Brandi,Reed,1983/02/13,"Martin, Mcknight and Clark",2018/03/29,92,1989,NJ,Softball,Suspicious Join Age
Tina,Spears,1996/06/27,Pearson Group,2018/09/26,96,1982,AR,Softball,"Member Since Before DOB,Suspicious Join Age"
Charles,Jones,1976/05/21,"Kelley, Gilbert and Jackson",2018/12/08,34,1979,VT,Softball,Suspicious Join Age
David,Kennedy,1978/10/05,Mcdonald Inc,2018/05/03,86,1977,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
Eddie,Jackson,1992/07/18,Hunter Ltd,2018/06/02,68,1988,NH,Softball,"Member Since Before DOB,Suspicious Join Age"
Carlos,Rodriguez,1965/06/08,Peterson and Sons,2018/03/11,64,1976,IA,Softball,Suspicious Join Age
Brian,Long,1998/02/16,Bruce Inc,2018/06/13,89,2005,MI,Softball,Suspicious Join Age
Michael,Mitchell,1995/07/18,"Jackson, Carlson and Contreras",2018/01/21,84,1972,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Alexander,Bartlett,1973/02/17,,2018/11/10,65,1981,OR,Softball,Suspicious Join Age
Courtney,Brown,1994/02/17,Rivera-Morrow,2018/12/14,32,1975,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
Lynn,Mason,1981/11/24,Rivera-Morrow,2018/08/04,82,1986,WA,Softball,Suspicious Join Age
Joanne,Boyd,1993/01/12,"Brown, Vasquez and Sanchez",2018/02/03,88,1998,MO,Softball,Suspicious Join Age
Daniel,Hancock,1997/03/02,"Mullen, Huffman and Vasquez",2018/08/09,48,1972,MI,Softball,"Member Since Before DOB,Suspicious Join Age"
Joshua,Bartlett,1994/12/26,Peterson and Sons,2018/01/28,59,1970,SD,Softball,"Member Since Before DOB,Suspicious Join Age"
Ariana,Robbins,1988/01/13,"Jackson, Carlson and Contreras",2018/02/02,94,1970,MN,Softball,"Member Since Before DOB,Suspicious Join Age"
Andrew,Meyer,1983/08/06,Keller Group,2018/04/14,60,1986,NE,Softball,Suspicious Join Age
Brian,Stephenson,1996/09/05,"Hopkins, Barnes and Ward",2018/11/14,39,1978,KY,Softball,"Member Since Before DOB,Suspicious Join Age"
Angela,Erickson,1986/06/13,Rivera-Morrow,2018/05/09,54,1981,MN,Softball,"Member Since Before DOB,Suspicious Join Age"
Morgan,Spencer,1996/10/01,Rivera-Morrow,2018/05/23,81,1985,WY,Softball,"Member Since Before DOB,Suspicious Join Age"
Donna,Ashley,1971/03/20,"Kelley, Gilbert and Jackson",2018/12/16,53,1977,MA,Softball,Suspicious Join Age
Rhonda,Sanchez,1997/04/10,Keller Group,2018/09/16,89,1976,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Nicholas,Price,1993/04/02,"Kelley, Gilbert and Jackson",2018/06/19,40,1988,AR,Softball,"Member Since Before DOB,Suspicious Join Age"
Dominic,Martin,1997/03/27,"Hopkins, Barnes and Ward",2018/03/15,46,1992,WY,Softball,"Member Since Before DOB,Suspicious Join Age"
Christina,Franco,1997/09/13,Scott and Sons,2018/12/13,62,1970,TX,Softball,"Member Since Before DOB,Suspicious Join Age"
Gina,Ferguson,1974/10/14,"Martin, Mcknight and Clark",2018/10/30,32,1983,NJ,Softball,Suspicious Join Age
Nicole,Williams,1997/06/27,"Alvarez, Schaefer and Robertson",2018/07/20,56,1985,MS,Softball,"Member Since Before DOB,Suspicious Join Age"
Kelsey,Brooks,1987/03/01,Bruce Inc,2018/08/03,34,1976,NV,Softball,"Member Since Before DOB,Suspicious Join Age"
Robert,Pugh MD,1998/09/19,"Hopkins, Barnes and Ward",2018/06/26,33,1995,LA,Softball,"Member Since Before DOB,Suspicious Join Age"
Mrs.,Heather Sanchez,1995/09/11,"Hopkins, Barnes and Ward",2018/02/10,81,1999,TN,Softball,Suspicious Join Age
Kimberly,Williams,1977/09/28,Williams-Stephenson,2018/10/26,66,1971,UT,Softball,"Member Since Before DOB,Suspicious Join Age"
Russell,Holmes,1979/05/01,"Brown, Vasquez and Sanchez",2018/05/04,80,1990,NJ,Softball,Suspicious Join Age
Joe,Salinas,1988/03/02,Keller Group,2018/11/02,64,1988,MN,Softball,Suspicious Join Age
Jessica,Cabrera,1981/04/17,Rivera Ltd,2018/12/31,38,1977,IA,Softball,"Member Since Before DOB,Suspicious Join Age"
Kerri,Bates,1989/11/10,Keller Group,2018/04/06,62,1980,NE,Softball,"Member Since Before DOB,Suspicious Join Age"
Tammy,Adams,1989/11/04,"Smith, Torres and Matthews",2018/09/30,79,1979,MT,Softball,"Member Since Before DOB,Suspicious Join Age"
Courtney,Harris,1996/08/14,Peterson and Sons,2018/11/11,92,1999,OH,Softball,Suspicious Join Age
Luis,Walker,1998/07/26,Rivera Ltd,2018/01/13,87,1981,NC,Softball,"Member Since Before DOB,Suspicious Join Age"
William,Lee,1989/03/01,"Kelley, Gilbert and Jackson",2018/04/04,48,1987,VT,Softball,"Member Since Before DOB,Suspicious Join Age"
Daniel,Williams,1990/03/06,,2018/05/25,66,1985,ID,Softball,"Member Since Before DOB,Suspicious Join Age"
